index,time_step,hidden_size,num_layer,batch_size,k,r2,mae,rmse,train_loss,test_loss
0,24,128,2,512,2,-1.6270119613949303,0.4329042,0.590345,0.15364736,0.34850726
1,24,128,2,512,2,0.904721722623543,0.14557697,0.21079285,0.03582241,0.044433627
2,24,128,2,512,2,-1.4565928718161323,0.47145313,0.64004225,0.22488292,0.4096541
3,24,128,2,512,2,-1.5627915832817583,0.43374392,0.5988625,0.18485224,0.35863635
4,24,128,2,512,2,0.7857687209792916,0.23262645,0.31133735,0.05763651,0.09693094
5,24,128,2,512,2,-9.62581864616475,0.5578077,0.7027306,0.293677,0.49383026
6,24,128,2,512,2,0.8616326975801826,0.18124267,0.24971579,0.035691522,0.06235798
7,24,128,2,512,2,-1.3767142561997074,0.46013278,0.63305575,0.23891169,0.4007596
8,24,128,2,512,2,0.7367086572291797,0.24932924,0.3254813,0.03945731,0.10593808
9,24,128,2,512,2,-1.4884800176216633,0.44722757,0.6078715,0.19362225,0.3695077
10,24,128,2,512,2,-0.32481103043912807,0.32782286,0.46137786,0.08580935,0.21286954
11,24,128,2,512,2,0.8939665007041341,0.1477491,0.20618354,0.03835585,0.042511657
12,24,128,2,512,2,-2.486055575560984,0.47275805,0.658799,0.16608661,0.4340162
13,24,128,2,512,2,0.42750001569390916,0.2924863,0.38763773,0.14219521,0.15026298
14,24,128,2,512,2,0.8175389603202998,0.22685975,0.29028967,0.025054611,0.08426811
15,24,128,2,512,2,-1.5600201856893956,0.42064914,0.57071584,0.18152852,0.32571656
16,24,128,2,512,2,0.1722225807912049,0.34265685,0.46738362,0.070914485,0.21844745
17,24,128,2,512,2,0.846653273211323,0.20267616,0.2738957,0.04420295,0.07501886
18,24,128,2,512,2,0.7856518204405497,0.19875316,0.26954997,0.050540242,0.07265718
19,24,128,2,512,2,0.31709149971270945,0.2785367,0.40234545,0.11467035,0.16188185
20,24,128,2,512,2,0.8623791287803275,0.17692693,0.24560831,0.051588282,0.060323443
21,24,128,2,512,2,-1.5313297191643938,0.47317335,0.6414312,0.17227781,0.41143402
22,24,128,2,512,2,-1.3904603584175712,0.44193184,0.59832215,0.21932888,0.35798943
23,24,128,2,512,2,-2.0086232266907564,0.4546261,0.6078268,0.18647484,0.36945346
24,24,128,2,512,2,0.8701783720246681,0.15538235,0.22095633,0.035091102,0.048821695
25,24,128,2,512,2,-0.8786957720354964,0.41915277,0.5774833,0.15740204,0.33348697
26,24,128,2,512,2,-1.108850547002727,0.41894248,0.58232325,0.20247847,0.3391004
27,24,128,2,512,2,-0.14406523480945577,0.4327369,0.572792,0.20364797,0.3280907
28,24,128,2,512,2,-1.3937116111419083,0.42542723,0.5773083,0.19762804,0.33328488
29,24,128,2,512,2,-0.26659904747453744,0.38373366,0.49391785,0.21156211,0.24395484
